age,gender,city,occupation,monthlyIncome,coffeeFrequency,preferredCoffeeType,preferredBrand,monthlyCoffeeSpend,purchaseLocation,purchaseMode,priceSensitivity,tastePreference,brandLoyalty,willingnessToTry,preferredPriceRange,purchaseIntention
53.0,Male,Mumbai,Private Sector Employee,56400.0,Daily,Americano,Blue Tokai,770.0,Local Kirana Store,Offline,Medium,Balanced,High,Unlikely,450.0,High
39.0,Female,Delhi,Student,13900.0,3-4 times/week,Mocha,Other,780.0,Café,Offline,Medium,Balanced,High,Very Likely,130.0,High
34.0,Female,Surat,Business Owner,138000.0,3-4 times/week,Instant Coffee,Sleepy Owl,710.0,Café,Offline,High,Balanced,Medium,Very Unlikely,450.0,Medium
47.0,Female,Chennai,Student,13500.0,3-4 times/week,Instant Coffee,Country Bean,310.0,Brand Website,Online,Medium,Sweet,High,Likely,300.0,Medium
43.0,Male,Indore,Private Sector Employee,42300.0,3-4 times/week,Filter Coffee,Starbucks,400.0,Café,Offline,High,Strong,High,Likely,300.0,High
39.0,Female,Kolkata,Student,10000.0,3-4 times/week,Instant Coffee,Nescafé,420.0,Café,Offline,High,Bitter,High,Likely,90.0,High
35.0,Female,Surat,Freelancer,55000.0,Daily,Cold Coffee,Third Wave Coffee,680.0,Local Kirana Store,Offline,High,Strong,High,Very Unlikely,450.0,Medium
36.0,Male,Delhi,Student,9900.0,3-4 times/week,Mocha,Nescafé,600.0,Online Marketplace,Online,High,Balanced,Medium,Unlikely,130.0,Medium
24.0,Male,Delhi,IT Professional,86700.0,Daily,Instant Coffee,Bru,860.0,Supermarket/Grocery Store,Both,Medium,Strong,Medium,Neutral,90.0,Medium
41.0,Male,Chennai,Freelancer,52000.0,3-4 times/week,Instant Coffee,Nescafé,370.0,Supermarket/Grocery Store,Offline,Low,Strong,Medium,Unlikely,300.0,Medium
25.0,Female,Mumbai,Private Sector Employee,38000.0,3-4 times/week,Latte,Sleepy Owl,590.0,Brand Website,Online,Low,Balanced,High,Neutral,300.0,Medium
30.0,Male,Hyderabad,Business Owner,87100.0,3-4 times/week,Filter Coffee,Third Wave Coffee,520.0,Supermarket/Grocery Store,Both,Medium,Balanced,High,Very Likely,300.0,High
51.0,Female,Kolkata,Student,11900.0,3-4 times/week,Instant Coffee,Nescafé,220.0,Local Kirana Store,Offline,Medium,Mild,High,Very Likely,450.0,High
28.0,Male,Kochi,Private Sector Employee,48200.0,Multiple times/day,Other,Café Coffee Day,1080.0,Local Kirana Store,Both,Medium,Sweet,High,Likely,130.0,High
20.0,Female,Chandigarh,Business Owner,107700.0,1-2 times/week,Instant Coffee,Blue Tokai,370.0,Café,Offline,Medium,Bitter,Medium,Likely,300.0,Medium
36.0,Female,Patna,Freelancer,53400.0,Daily,Mocha,Bru,1080.0,Supermarket/Grocery Store,Offline,High,Balanced,High,Unlikely,90.0,Medium
18.0,Male,Pune,Private Sector Employee,40600.0,3-4 times/week,Cappuccino,Bru,510.0,Brand Website,Online,Low,Strong,Medium,Neutral,130.0,Medium
41.0,Female,Bengaluru,Other,40500.0,1-2 times/week,Instant Coffee,Tata Coffee,260.0,Café,Offline,Medium,Mild,High,Likely,450.0,High
44.0,Male,Mumbai,Business Owner,116500.0,1-2 times/week,Instant Coffee,Nescafé,420.0,Café,Offline,High,Balanced,Low,Likely,130.0,Medium
38.0,Female,Delhi,Business Owner,87600.0,Daily,Instant Coffee,Third Wave Coffee,640.0,Supermarket/Grocery Store,Both,Medium,Mild,Low,Neutral,130.0,High
24.0,Female,Lucknow,Student,10700.0,1-2 times/week,Instant Coffee,Nescafé,160.0,Supermarket/Grocery Store,Offline,Low,Strong,Low,Neutral,90.0,Low
42.0,Female,Kolkata,IT Professional,116300.0,3-4 times/week,Latte,Bru,1020.0,Brand Website,Online,High,Balanced,Medium,Likely,300.0,Medium
26.0,Female,Bengaluru,Homemaker,32000.0,1-2 times/week,Cold Coffee,Country Bean,370.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Neutral,130.0,Low
20.0,Male,Kochi,Private Sector Employee,27500.0,Daily,Instant Coffee,Café Coffee Day,480.0,Local Kirana Store,Offline,Medium,Balanced,Medium,Likely,450.0,High
36.0,Male,Pune,Student,10300.0,3-4 times/week,Cold Coffee,Third Wave Coffee,300.0,Supermarket/Grocery Store,Offline,Medium,Bitter,High,Likely,700.0,High
27.0,Female,Visakhapatnam,Homemaker,26300.0,3-4 times/week,Instant Coffee,Café Coffee Day,330.0,Café,Offline,Low,Balanced,Low,Very Likely,700.0,High
37.0,Male,Lucknow,Freelancer,49600.0,Daily,Instant Coffee,Nescafé,480.0,Café,Offline,Medium,Strong,Low,Likely,90.0,Medium
37.0,Male,Hyderabad,Student,12900.0,1-2 times/week,Filter Coffee,Bru,230.0,Café,Offline,Medium,Bitter,Medium,Very Likely,130.0,Medium
27.0,Female,Coimbatore,Business Owner,76100.0,1-2 times/week,Instant Coffee,Nescafé,430.0,Café,Offline,Medium,Sweet,Low,Likely,300.0,Medium
43.0,Male,Chennai,Private Sector Employee,36000.0,Multiple times/day,Filter Coffee,Tata Coffee,530.0,Local Kirana Store,Offline,High,Balanced,Medium,Likely,700.0,High
42.0,Male,Pune,Business Owner,112200.0,3-4 times/week,Cappuccino,Tata Coffee,960.0,Café,Offline,High,Balanced,High,Neutral,90.0,Medium
36.0,Male,Surat,Homemaker,24500.0,Daily,Instant Coffee,Blue Tokai,550.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Neutral,700.0,High
38.0,Female,Delhi,Government Employee,68700.0,Daily,Instant Coffee,Tata Coffee,690.0,Café,Both,Medium,Mild,Medium,Unlikely,300.0,Medium
37.0,Male,Delhi,Student,10100.0,1-2 times/week,Cold Coffee,Café Coffee Day,320.0,Other,Offline,Medium,Strong,Medium,Likely,130.0,High
18.0,Male,Coimbatore,Student,8500.0,Rarely,Espresso,Café Coffee Day,170.0,Supermarket/Grocery Store,Offline,Medium,Balanced,High,Likely,300.0,Medium
30.0,Male,Kochi,IT Professional,90300.0,Rarely,Americano,Nescafé,310.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Neutral,130.0,Medium
26.0,Female,Bengaluru,Teacher/Professor,38600.0,Rarely,Instant Coffee,Tata Coffee,160.0,Local Kirana Store,Offline,Medium,Sweet,High,Very Likely,300.0,Medium
33.0,Female,Ahmedabad,Business Owner,104700.0,Multiple times/day,Instant Coffee,Nescafé,950.0,Supermarket/Grocery Store,Offline,Medium,Balanced,High,Likely,130.0,High
18.0,Male,Bengaluru,Government Employee,42800.0,Daily,Filter Coffee,Bru,420.0,Local Kirana Store,Both,Low,Mild,Medium,Likely,300.0,High
37.0,Male,Nagpur,Private Sector Employee,42800.0,1-2 times/week,Cold Coffee,Bru,430.0,Local Kirana Store,Both,Medium,Strong,Medium,Very Likely,450.0,High
32.0,Prefer not to say,Patna,IT Professional,91500.0,Multiple times/day,Filter Coffee,Nescafé,1100.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Low,Likely,300.0,High
22.0,Male,Hyderabad,IT Professional,82000.0,3-4 times/week,Espresso,Tata Coffee,890.0,Supermarket/Grocery Store,Both,Low,Balanced,Medium,Very Likely,300.0,Medium
22.0,Male,Pune,Teacher/Professor,39300.0,Rarely,Latte,Tata Coffee,250.0,Office/Canteen,Both,Medium,Mild,Low,Very Likely,700.0,Medium
31.0,Female,Delhi,IT Professional,66300.0,3-4 times/week,Americano,Starbucks,800.0,Brand Website,Online,Medium,Balanced,High,Likely,130.0,High
26.0,Male,Bengaluru,Government Employee,43800.0,1-2 times/week,Americano,Nescafé,350.0,Office/Canteen,Offline,Medium,Balanced,Medium,Likely,130.0,Medium
44.0,Female,Chennai,Private Sector Employee,52500.0,3-4 times/week,Instant Coffee,Bru,290.0,Office/Canteen,Offline,Medium,Strong,Medium,Likely,300.0,Medium
28.0,Male,Coimbatore,IT Professional,74700.0,Rarely,Instant Coffee,Nescafé,200.0,Café,Offline,Low,Mild,Medium,Likely,130.0,Medium
31.0,Male,Bhubaneswar,Business Owner,88500.0,3-4 times/week,Instant Coffee,Country Bean,360.0,Online Marketplace,Online,High,Sweet,Low,Very Likely,130.0,High
32.0,Male,Nagpur,Homemaker,19300.0,3-4 times/week,Filter Coffee,Blue Tokai,350.0,Supermarket/Grocery Store,Offline,High,Balanced,Medium,Very Likely,300.0,High
26.0,Female,Chennai,Other,31100.0,Rarely,Cold Coffee,Bru,220.0,Local Kirana Store,Offline,Medium,Bitter,Medium,Very Likely,300.0,Medium
40.0,Female,Mumbai,Other,38900.0,1-2 times/week,Latte,Country Bean,400.0,Supermarket/Grocery Store,Offline,Medium,Sweet,High,Very Unlikely,130.0,Low
22.0,Female,Ahmedabad,Government Employee,69200.0,Rarely,Mocha,Country Bean,360.0,Supermarket/Grocery Store,Offline,High,Balanced,High,Likely,300.0,Medium
32.0,Male,Mumbai,Other,32400.0,3-4 times/week,Instant Coffee,Tata Coffee,220.0,Local Kirana Store,Offline,Medium,Balanced,High,Neutral,450.0,Medium
21.0,Female,Hyderabad,Government Employee,71300.0,Daily,Cold Coffee,Blue Tokai,980.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Very Likely,130.0,High
20.0,Non-binary/Other,Mumbai,Business Owner,61300.0,Daily,Filter Coffee,Blue Tokai,620.0,Supermarket/Grocery Store,Offline,Low,Strong,Low,Likely,90.0,Medium
44.0,Female,Chandigarh,IT Professional,114200.0,Rarely,Mocha,Nescafé,360.0,Brand Website,Online,Medium,Strong,Medium,Likely,90.0,Medium
27.0,Male,Surat,Government Employee,51400.0,Multiple times/day,Filter Coffee,Blue Tokai,860.0,Supermarket/Grocery Store,Offline,Medium,Strong,High,Likely,700.0,High
30.0,Female,Nagpur,Private Sector Employee,35000.0,3-4 times/week,Americano,Café Coffee Day,600.0,Café,Both,Medium,Bitter,High,Likely,90.0,High
19.0,Female,Hyderabad,Student,11600.0,Rarely,Cappuccino,Country Bean,180.0,Local Kirana Store,Offline,Medium,Strong,High,Likely,300.0,Medium
22.0,Female,Jaipur,Student,7100.0,1-2 times/week,Cold Coffee,Tata Coffee,280.0,Local Kirana Store,Offline,Medium,Bitter,Medium,Very Likely,300.0,High
29.0,Male,Lucknow,Private Sector Employee,39700.0,Daily,Instant Coffee,Nescafé,520.0,Café,Offline,High,Sweet,Medium,Neutral,90.0,High
33.0,Male,Nagpur,IT Professional,55300.0,3-4 times/week,Espresso,Country Bean,680.0,Café,Offline,High,Strong,Medium,Neutral,300.0,Medium
20.0,Male,Surat,Student,8900.0,3-4 times/week,Mocha,Nescafé,600.0,Café,Offline,Medium,Bitter,Medium,Likely,90.0,High
27.0,Female,Mumbai,Teacher/Professor,33100.0,Daily,Cold Coffee,Tata Coffee,690.0,Brand Website,Online,Medium,Strong,Medium,Neutral,300.0,High
18.0,Male,Ahmedabad,Student,11600.0,1-2 times/week,Other,Tata Coffee,240.0,Office/Canteen,Offline,High,Balanced,Medium,Very Unlikely,130.0,Low
35.0,Female,Patna,Private Sector Employee,42300.0,1-2 times/week,Cappuccino,Bru,360.0,Café,Offline,Medium,Strong,Medium,Neutral,90.0,Medium
25.0,Male,Surat,Freelancer,47900.0,Daily,Filter Coffee,Third Wave Coffee,540.0,Supermarket/Grocery Store,Offline,Medium,Sweet,Medium,Neutral,300.0,High
32.0,Female,Hyderabad,Government Employee,61200.0,3-4 times/week,Mocha,Nescafé,740.0,Local Kirana Store,Both,Medium,Balanced,Low,Very Likely,130.0,Medium
26.0,Male,Hyderabad,Student,13100.0,3-4 times/week,Latte,Sleepy Owl,750.0,Office/Canteen,Offline,Medium,Balanced,Low,Very Likely,450.0,Medium
34.0,Male,Chandigarh,IT Professional,92200.0,Daily,Instant Coffee,Nescafé,740.0,Office/Canteen,Both,Medium,Strong,Medium,Likely,300.0,High
52.0,Male,Pune,Freelancer,64700.0,1-2 times/week,Latte,Nescafé,610.0,Supermarket/Grocery Store,Offline,High,Strong,High,Neutral,300.0,Medium
37.0,Male,Nagpur,IT Professional,49500.0,3-4 times/week,Instant Coffee,Nescafé,460.0,Local Kirana Store,Offline,High,Strong,High,Likely,700.0,High
38.0,Male,Coimbatore,IT Professional,78200.0,Rarely,Espresso,Tata Coffee,280.0,Local Kirana Store,Offline,High,Strong,High,Likely,130.0,Medium
34.0,Male,Chennai,Student,13000.0,Daily,Cold Coffee,Nescafé,640.0,Café,Offline,Medium,Balanced,Medium,Likely,130.0,High
31.0,Male,Pune,IT Professional,76100.0,1-2 times/week,Instant Coffee,Tata Coffee,350.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Very Likely,90.0,High
18.0,Male,Bengaluru,Student,6700.0,Rarely,Mocha,Tata Coffee,180.0,Supermarket/Grocery Store,Both,Low,Mild,Low,Likely,130.0,Low
34.0,Male,Mumbai,IT Professional,99100.0,Rarely,Filter Coffee,Nescafé,240.0,Online Marketplace,Online,Medium,Strong,Medium,Neutral,450.0,Medium
21.0,Male,Jaipur,Student,9000.0,1-2 times/week,Latte,Nescafé,340.0,Office/Canteen,Offline,High,Bitter,High,Very Likely,130.0,Medium
21.0,Male,Visakhapatnam,Student,11800.0,Daily,Espresso,Other,760.0,Local Kirana Store,Offline,High,Mild,Medium,Likely,90.0,High
30.0,Male,Chandigarh,Business Owner,97900.0,1-2 times/week,Filter Coffee,Café Coffee Day,370.0,Café,Offline,Low,Mild,High,Very Likely,450.0,High
44.0,Female,Kolkata,Homemaker,32000.0,1-2 times/week,Cold Coffee,Nescafé,300.0,Café,Offline,Medium,Balanced,Low,Neutral,90.0,Low
36.0,Male,Chandigarh,IT Professional,68300.0,1-2 times/week,Other,Nescafé,450.0,Local Kirana Store,Offline,Low,Strong,Low,Neutral,700.0,Medium
32.0,Male,Delhi,Student,13000.0,1-2 times/week,Americano,Café Coffee Day,240.0,Online Marketplace,Online,High,Balanced,Medium,Very Likely,130.0,Medium
28.0,Female,Hyderabad,Student,12700.0,1-2 times/week,Instant Coffee,Nescafé,210.0,Café,Offline,High,Sweet,Low,Likely,130.0,Medium
21.0,Male,Indore,Other,19200.0,3-4 times/week,Mocha,Starbucks,480.0,Online Marketplace,Online,Medium,Balanced,Medium,Unlikely,130.0,Medium
24.0,Male,Chennai,Student,10600.0,Daily,Cold Coffee,Bru,560.0,Brand Website,Online,Low,Sweet,High,Likely,300.0,High
33.0,Male,Hyderabad,Private Sector Employee,40000.0,1-2 times/week,Filter Coffee,Café Coffee Day,340.0,Brand Website,Online,Low,Strong,Low,Likely,130.0,Low
27.0,Female,Kolkata,IT Professional,93800.0,1-2 times/week,Filter Coffee,Bru,400.0,Online Marketplace,Online,Low,Balanced,Medium,Likely,130.0,Medium
20.0,Female,Coimbatore,IT Professional,51700.0,Multiple times/day,Instant Coffee,Tata Coffee,750.0,Local Kirana Store,Offline,High,Sweet,Low,Very Likely,700.0,High
49.0,Male,Ahmedabad,Student,14900.0,3-4 times/week,Instant Coffee,Nescafé,270.0,Café,Offline,Medium,Balanced,Medium,Very Likely,300.0,High
20.0,Male,Chandigarh,Private Sector Employee,27500.0,3-4 times/week,Cappuccino,Sleepy Owl,470.0,Supermarket/Grocery Store,Offline,Medium,Sweet,Medium,Neutral,130.0,Medium
20.0,Female,Bengaluru,Teacher/Professor,24800.0,Rarely,Cappuccino,Starbucks,210.0,Local Kirana Store,Both,Medium,Balanced,Low,Very Likely,300.0,Medium
28.0,Female,Mumbai,Private Sector Employee,34900.0,Daily,Filter Coffee,Nescafé,620.0,Local Kirana Store,Offline,Low,Strong,High,Very Likely,300.0,High
18.0,Male,Bengaluru,Freelancer,50900.0,3-4 times/week,Latte,Tata Coffee,670.0,Supermarket/Grocery Store,Offline,Low,Strong,High,Likely,300.0,High
36.0,Male,Kolkata,Private Sector Employee,41500.0,3-4 times/week,Cold Coffee,Bru,580.0,Supermarket/Grocery Store,Offline,Medium,Strong,High,Very Likely,300.0,High
18.0,Male,Bengaluru,IT Professional,73100.0,Multiple times/day,Latte,Nescafé,1480.0,Local Kirana Store,Offline,Medium,Mild,High,Very Unlikely,300.0,High
44.0,Male,Ahmedabad,IT Professional,80900.0,Rarely,Mocha,Bru,340.0,Online Marketplace,Online,Medium,Balanced,Medium,Neutral,130.0,Low
30.0,Male,Nagpur,Government Employee,66100.0,Multiple times/day,Instant Coffee,Sleepy Owl,1080.0,Office/Canteen,Offline,Medium,Mild,High,Very Likely,130.0,High
44.0,Male,Chandigarh,IT Professional,52900.0,3-4 times/week,Americano,Nescafé,630.0,Brand Website,Online,Medium,Strong,Medium,Neutral,90.0,Medium
29.0,Female,Coimbatore,Freelancer,39500.0,3-4 times/week,Cold Coffee,Tata Coffee,590.0,Local Kirana Store,Offline,Medium,Balanced,High,Very Likely,130.0,High
26.0,Female,Pune,IT Professional,49300.0,Daily,Filter Coffee,Nescafé,710.0,Office/Canteen,Offline,Medium,Mild,Low,Neutral,130.0,Medium
25.0,Male,Hyderabad,IT Professional,71400.0,Multiple times/day,Americano,Bru,1220.0,Café,Offline,Medium,Balanced,Medium,Unlikely,130.0,Medium
30.0,Female,Jaipur,Government Employee,33000.0,Multiple times/day,Cold Coffee,Café Coffee Day,780.0,Supermarket/Grocery Store,Offline,Low,Bitter,Medium,Likely,300.0,High
18.0,Female,Nagpur,Student,9100.0,1-2 times/week,Cappuccino,Other,320.0,Supermarket/Grocery Store,Offline,Low,Mild,Medium,Very Unlikely,450.0,Low
27.0,Male,Coimbatore,IT Professional,68800.0,1-2 times/week,Espresso,Nescafé,530.0,Café,Offline,High,Strong,Low,Unlikely,90.0,Medium
20.0,Male,Ahmedabad,Healthcare Professional,38500.0,1-2 times/week,Latte,Nescafé,440.0,Other,Both,High,Sweet,Medium,Very Likely,130.0,High
18.0,Female,Bengaluru,Healthcare Professional,38500.0,1-2 times/week,Instant Coffee,Country Bean,210.0,Local Kirana Store,Both,Low,Strong,Medium,Likely,300.0,Low
35.0,Female,Bhopal,IT Professional,73400.0,3-4 times/week,Cold Coffee,Blue Tokai,660.0,Supermarket/Grocery Store,Offline,High,Balanced,Medium,Very Likely,130.0,High
43.0,Male,Visakhapatnam,Student,10700.0,Daily,Latte,Tata Coffee,700.0,Supermarket/Grocery Store,Offline,Low,Bitter,Low,Neutral,130.0,Medium
30.0,Male,Chandigarh,Teacher/Professor,42700.0,3-4 times/week,Instant Coffee,Third Wave Coffee,370.0,Supermarket/Grocery Store,Both,High,Balanced,High,Unlikely,300.0,Medium
39.0,Male,Chandigarh,IT Professional,79600.0,1-2 times/week,Instant Coffee,Third Wave Coffee,430.0,Café,Offline,Medium,Bitter,High,Neutral,300.0,Medium
36.0,Male,Delhi,Healthcare Professional,76600.0,Daily,Espresso,Nescafé,880.0,Online Marketplace,Online,Medium,Balanced,High,Very Likely,130.0,High
31.0,Male,Hyderabad,Business Owner,52300.0,Daily,Filter Coffee,Nescafé,600.0,Local Kirana Store,Offline,Low,Bitter,Low,Very Unlikely,300.0,Low
21.0,Female,Bengaluru,Private Sector Employee,37300.0,1-2 times/week,Instant Coffee,Country Bean,290.0,Online Marketplace,Online,Medium,Bitter,Medium,Likely,90.0,Medium
34.0,Male,Ahmedabad,Homemaker,25600.0,1-2 times/week,Filter Coffee,Sleepy Owl,220.0,Supermarket/Grocery Store,Offline,Low,Mild,High,Very Likely,300.0,High
24.0,Male,Hyderabad,Freelancer,50600.0,1-2 times/week,Cold Coffee,Starbucks,490.0,Supermarket/Grocery Store,Offline,Low,Bitter,Medium,Unlikely,130.0,Medium
26.0,Male,Bengaluru,Student,10800.0,Multiple times/day,Instant Coffee,Third Wave Coffee,600.0,Office/Canteen,Offline,Medium,Strong,Medium,Neutral,300.0,High
31.0,Female,Surat,Business Owner,87300.0,Rarely,Cold Coffee,Other,290.0,Supermarket/Grocery Store,Offline,High,Balanced,Medium,Likely,300.0,Medium
48.0,Non-binary/Other,Ahmedabad,Business Owner,112400.0,Rarely,Filter Coffee,Starbucks,230.0,Local Kirana Store,Offline,Medium,Balanced,High,Likely,450.0,Medium
25.0,Prefer not to say,Surat,Homemaker,15400.0,Multiple times/day,Cappuccino,Bru,1020.0,Supermarket/Grocery Store,Offline,High,Sweet,High,Very Likely,130.0,High
18.0,Male,Ahmedabad,Government Employee,52800.0,Daily,Filter Coffee,Third Wave Coffee,610.0,Café,Offline,Medium,Sweet,Low,Likely,130.0,High
18.0,Non-binary/Other,Mumbai,Healthcare Professional,47800.0,1-2 times/week,Instant Coffee,Blue Tokai,310.0,Online Marketplace,Online,High,Sweet,High,Very Unlikely,300.0,Low
30.0,Male,Mumbai,Private Sector Employee,44900.0,3-4 times/week,Instant Coffee,Blue Tokai,420.0,Local Kirana Store,Offline,Medium,Balanced,Low,Very Likely,130.0,Medium
34.0,Male,Coimbatore,Private Sector Employee,55200.0,3-4 times/week,Cold Coffee,Café Coffee Day,660.0,Local Kirana Store,Offline,Medium,Strong,Low,Unlikely,700.0,Medium
31.0,Male,Pune,Private Sector Employee,58500.0,3-4 times/week,Instant Coffee,Bru,510.0,Local Kirana Store,Offline,Low,Sweet,Low,Neutral,300.0,Low
27.0,Male,Patna,Private Sector Employee,33000.0,Daily,Mocha,Café Coffee Day,830.0,Local Kirana Store,Offline,High,Sweet,High,Likely,90.0,High
40.0,Male,Kolkata,Other,26000.0,Multiple times/day,Mocha,Tata Coffee,1350.0,Supermarket/Grocery Store,Offline,High,Balanced,Low,Very Likely,130.0,High
26.0,Female,Lucknow,Private Sector Employee,30600.0,Daily,Filter Coffee,Nescafé,470.0,Local Kirana Store,Offline,High,Sweet,Low,Likely,300.0,High
20.0,Male,Ahmedabad,Student,10400.0,1-2 times/week,Latte,Blue Tokai,260.0,Brand Website,Online,Medium,Mild,Medium,Likely,300.0,High
18.0,Male,Kochi,Business Owner,67800.0,Daily,Filter Coffee,Country Bean,550.0,Online Marketplace,Online,Medium,Mild,High,Unlikely,450.0,High
26.0,Prefer not to say,Indore,Private Sector Employee,27500.0,3-4 times/week,Instant Coffee,Nescafé,360.0,Office/Canteen,Offline,High,Bitter,High,Likely,700.0,High
30.0,Male,Kolkata,Private Sector Employee,32300.0,3-4 times/week,Cappuccino,Nescafé,660.0,Online Marketplace,Online,Medium,Strong,High,Very Likely,450.0,High
35.0,Male,Mumbai,Private Sector Employee,29300.0,1-2 times/week,Filter Coffee,Nescafé,220.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Likely,300.0,High
31.0,Male,Delhi,Healthcare Professional,60000.0,Multiple times/day,Espresso,Bru,1210.0,Online Marketplace,Online,Low,Sweet,Medium,Neutral,300.0,High
31.0,Male,Visakhapatnam,Business Owner,87000.0,1-2 times/week,Cappuccino,Nescafé,690.0,Local Kirana Store,Both,High,Strong,Medium,Likely,700.0,Medium
18.0,Male,Delhi,Private Sector Employee,32000.0,Multiple times/day,Filter Coffee,Third Wave Coffee,760.0,Online Marketplace,Online,Low,Balanced,High,Likely,130.0,High
46.0,Male,Mumbai,Government Employee,55000.0,1-2 times/week,Filter Coffee,Café Coffee Day,400.0,Local Kirana Store,Offline,Low,Strong,Low,Very Likely,300.0,High
25.0,Female,Bhopal,Business Owner,64100.0,3-4 times/week,Mocha,Nescafé,860.0,Local Kirana Store,Both,Medium,Balanced,Medium,Likely,90.0,Medium
41.0,Female,Kolkata,IT Professional,54800.0,3-4 times/week,Espresso,Bru,700.0,Local Kirana Store,Offline,Low,Strong,Medium,Likely,300.0,Medium
24.0,Male,Bengaluru,IT Professional,84400.0,3-4 times/week,Cold Coffee,Nescafé,800.0,Online Marketplace,Online,Low,Balanced,Low,Very Likely,90.0,High
33.0,Male,Pune,Private Sector Employee,38600.0,Rarely,Instant Coffee,Blue Tokai,180.0,Local Kirana Store,Offline,High,Bitter,Medium,Likely,130.0,Medium
26.0,Male,Hyderabad,IT Professional,67000.0,1-2 times/week,Filter Coffee,Tata Coffee,300.0,Online Marketplace,Online,Low,Strong,High,Very Unlikely,130.0,Medium
29.0,Male,Chennai,Homemaker,28300.0,Rarely,Cold Coffee,Country Bean,210.0,Supermarket/Grocery Store,Both,Medium,Strong,High,Neutral,450.0,Medium
29.0,Female,Chandigarh,Private Sector Employee,61800.0,1-2 times/week,Americano,Nescafé,460.0,Online Marketplace,Online,High,Strong,Medium,Neutral,300.0,Medium
51.0,Male,Coimbatore,Student,14800.0,Daily,Americano,Third Wave Coffee,440.0,Supermarket/Grocery Store,Offline,High,Balanced,Medium,Neutral,300.0,High
28.0,Female,Indore,Student,10900.0,Rarely,Mocha,Blue Tokai,240.0,Office/Canteen,Both,Low,Balanced,Medium,Very Likely,300.0,Medium
30.0,Female,Visakhapatnam,Student,11700.0,Rarely,Filter Coffee,Bru,130.0,Brand Website,Online,Medium,Sweet,Low,Neutral,130.0,Low
18.0,Female,Delhi,Private Sector Employee,44300.0,3-4 times/week,Mocha,Nescafé,880.0,Supermarket/Grocery Store,Offline,Medium,Mild,Medium,Very Likely,700.0,High
28.0,Male,Jaipur,Freelancer,41300.0,3-4 times/week,Instant Coffee,Bru,480.0,Local Kirana Store,Both,High,Mild,Low,Neutral,300.0,Low
27.0,Female,Delhi,Healthcare Professional,60700.0,Multiple times/day,Cappuccino,Bru,1170.0,Online Marketplace,Online,Medium,Bitter,Medium,Likely,90.0,High
32.0,Female,Coimbatore,Student,10000.0,1-2 times/week,Espresso,Bru,340.0,Café,Offline,Medium,Sweet,High,Likely,450.0,Medium
36.0,Female,Mumbai,Private Sector Employee,46600.0,3-4 times/week,Cold Coffee,Starbucks,440.0,Office/Canteen,Offline,Low,Mild,Medium,Very Unlikely,130.0,Medium
20.0,Male,Bhopal,Business Owner,79700.0,Rarely,Instant Coffee,Starbucks,170.0,Local Kirana Store,Offline,Medium,Strong,Medium,Neutral,130.0,Medium
22.0,Male,Ahmedabad,Government Employee,55800.0,Multiple times/day,Cappuccino,Nescafé,1130.0,Online Marketplace,Online,Medium,Strong,Medium,Neutral,90.0,High
25.0,Male,Patna,Private Sector Employee,27500.0,Daily,Americano,Bru,640.0,Online Marketplace,Online,Medium,Mild,Medium,Neutral,300.0,High
27.0,Female,Jaipur,Business Owner,77900.0,Daily,Cappuccino,Nescafé,1160.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Low,Likely,130.0,High
18.0,Male,Delhi,Student,6600.0,3-4 times/week,Cold Coffee,Nescafé,360.0,Office/Canteen,Offline,Medium,Mild,High,Likely,130.0,High
21.0,Male,Bhubaneswar,Healthcare Professional,63700.0,Daily,Cappuccino,Country Bean,1230.0,Online Marketplace,Online,Low,Strong,Medium,Unlikely,700.0,Medium
28.0,Male,Chennai,Student,6600.0,Daily,Cappuccino,Bru,610.0,Brand Website,Online,Medium,Balanced,Low,Very Likely,450.0,High
28.0,Prefer not to say,Chennai,Student,12900.0,1-2 times/week,Instant Coffee,Café Coffee Day,220.0,Office/Canteen,Offline,Low,Mild,Low,Likely,300.0,Medium
18.0,Female,Indore,Private Sector Employee,42500.0,Multiple times/day,Cappuccino,Nescafé,1150.0,Local Kirana Store,Offline,Low,Strong,Low,Likely,300.0,High
46.0,Female,Hyderabad,Healthcare Professional,85400.0,Daily,Cappuccino,Tata Coffee,1550.0,Online Marketplace,Online,High,Strong,Medium,Likely,90.0,Medium
20.0,Female,Kolkata,Student,6700.0,3-4 times/week,Espresso,Country Bean,430.0,Supermarket/Grocery Store,Both,Low,Bitter,Low,Neutral,130.0,Low
45.0,Male,Bhopal,Private Sector Employee,55900.0,1-2 times/week,Instant Coffee,Nescafé,280.0,Online Marketplace,Online,Medium,Mild,High,Neutral,300.0,Medium
30.0,Female,Bhopal,Student,10600.0,Daily,Cold Coffee,Nescafé,680.0,Brand Website,Online,High,Balanced,Medium,Very Likely,450.0,High
